id,part_1,part_2,part_3,part_4,part_5,part_6
obs_000,0.23745126906425398,0.13274814513247715,0.4274702627281647,0.06232365595669324,0.0571589992144262,0.08284766790398476
obs_001,0.16338401572443137,0.15854952014188217,0.18792471759265433,0.1431591739527918,0.25460025727808405,0.09238231531015637
obs_002,0.0,0.16452855643982495,0.3237044131666887,0.19316278729880457,0.15562680736900963,0.03314348759827215
obs_003,0.16270741899594202,0.17809186951979253,0.0631624008813007,0.2264345712899073,0.3000162932284206,0.06958744608463695
obs_004,0.14196622166903977,0.11909919457671157,0.21641733184804832,0.23831813094947485,0.16916656653581952,0.11503255442090604
obs_005,0.34044244593184736,0.10208762474343906,0.1682529554421803,0.12053658657004315,0.21660902469542273,0.05207136261706739
obs_006,0.14410460107885445,0.2019306090370571,0.1456344064004424,0.18565466477660716,0.20362241919360907,0.11905329951342994
obs_007,0.09458513350887061,0.1825598385100214,0.2082615146806606,0.13579655513036337,0.18543007473504505,0.19336688343503913
obs_008,0.2257003980553391,0.1573953455109833,0.10077423825309817,0.16497076912771216,0.291200820669799,0.05995842838306813
obs_009,0.07605833083833465,0.1387585010628675,0.20163233474733466,0.24313634528200093,0.2490883683238028,0.0913261197456596
obs_010,0.1169661101016698,0.2655339245177755,0.08816013576600099,0.15949530448302027,0.16669182437854266,0.2031527007529908
obs_011,0.09357477421639288,0.12796344245816765,0.2887570860696169,0.23388446532806248,0.17713466716694543,0.07868556476081452
obs_012,0.08960808613598563,0.04331546827028343,0.1229408831629362,0.08190544174266327,0.1745468818298071,0.4876832388583244
obs_013,0.10113390284438115,0.1768657978533218,0.1365201227430359,0.10460383737473945,0.2849546339663044,0.19592170521821736
obs_014,0.044296928625960325,0.15549331221610022,0.36970543018163504,0.1720462015042069,0.22405483984094982,0.03440328763114781
obs_015,0.13498823593592774,0.1656870029712209,0.14254440849787364,0.25786989132865723,0.26497474531584775,0.03393571595047271
obs_016,0.039149253664734526,0.19784124313377202,0.3415444354231365,0.21572424525223563,0.14425057158236065,0.061490250943760615
obs_017,0.10434535809620547,0.10196389696492335,0.2758886540745769,0.1291714322859534,0.10555412878717794,0.2830765297911629
obs_018,0.09124505160140697,0.15912853393817936,0.07394666735217453,0.29700620219634644,0.19919675561879,0.1794767892931027
obs_019,0.24806250317654197,0.15879879981663647,0.16783804548187878,0.20523693797576262,0.1680484158284371,0.05201529772074312
obs_020,0.15000705178132714,0.14398941135253968,0.08645643195581651,0.1552722160021742,0.3756461852703072,0.0886287036378352
obs_021,0.1247670191846713,0.24048790918611032,0.2858809259911778,0.2368399953110633,0.09239627439689628,0.019627875930080994
obs_022,0.24730622238575714,0.22657256544454024,0.3456473318335922,0.05072426938533781,0.10982812441862785,0.019921486532144712
obs_023,0.12548139083690574,0.19985994454735675,0.30659343345361156,0.18360419798856767,0.16138838124613353,0.023072651927424772
obs_024,0.2951773225799563,0.12095901032216229,0.15390510182314004,0.056540558738449924,0.28005945008216443,0.09335855645412675
obs_025,0.11665034469994946,0.25594264775910436,0.18706735988770687,0.2475393995997312,0.124362190146603,0.06843805790690521
obs_026,0.19281413310532106,0.23213400125370443,0.265968528608114,0.18713511508952466,0.05660605613535441,0.06534216580798162
obs_027,0.318951628395809,0.16060926093798536,0.19467504889526074,0.09590998335450598,0.18345232278817705,0.04640175562826188
obs_028,0.07788598369096297,0.07945507700614389,0.2578783807007537,0.24360426970452953,0.17304737784228227,0.1681289110553276
obs_029,0.07865807099665127,0.23712882653483452,0.20438282750541398,0.21447753052411883,0.2317759748216615,0.03357676961731985
obs_030,0.1821599411093897,0.2233186912966786,0.28852417258297003,0.04932964814292722,0.24851037300280288,0.008157173865231517
obs_031,0.20404934520282375,0.18162831265393997,0.28173021665251435,0.1510817240436348,0.1126908407412,0.06881956070588714
obs_032,0.33555819977446183,0.12444218321504882,0.1948695914100268,0.07093264306484783,0.11383398377562917,0.16036339875998532
obs_033,0.15986482174794822,0.09940719094567792,0.24085101073539358,0.2381270134361857,0.15697330077291996,0.10477666236187459
obs_034,0.17373191827561774,0.1342194014059903,0.28059222569555303,0.13878526376800998,0.1961144317987319,0.07655675905609705
obs_035,0.28121733452474185,0.12178597761561852,0.10019517991483946,0.13110428758829842,0.2693268090164799,0.0963704113400219
obs_036,0.014170539686691748,0.2923079055075506,0.23269427377916135,0.28187681520559815,0.1288949033935451,0.05005556242745305
obs_037,0.13603104512933598,0.1757143493038442,0.0,0.15317385627821023,0.06239442762673879,0.07333315667415997
obs_038,0.09266142793371977,0.23785358237637166,0.1427284853838391,0.26732073034742765,0.23067108347778886,0.028764690480853037
obs_039,0.28880164571365874,0.12978324639874247,0.19959151719613252,0.08199993003517969,0.2458420190277714,0.053981641628515147
obs_040,0.04190174943707695,0.35700587561390223,0.12980585336718514,0.18402189662603533,0.1216856109226363,0.16557901403316413
obs_041,0.18353263296728403,0.2715945798076785,0.06920292028017362,0.05205215222892815,0.2243229659756803,0.1992947487402553
obs_042,0.05937289965895996,0.2348579774780705,0.1993202257036505,0.15034702638654435,0.24352675005921812,0.11257512071355671
obs_043,0.06402164164029005,0.048721163605500134,0.11660718655408062,0.28163169905862434,0.29155607256300076,0.1974622365785041
obs_044,0.2171033661132893,0.19446554232935395,0.15479679864945853,0.1982901387382221,0.15477221210433253,0.08057194206534357
obs_045,0.1334856818760826,0.2186166072528028,0.1669418684140826,0.06849859197627843,0.27783357993709373,0.1346236705436598
obs_046,0.11346339684688013,0.19902493321179848,0.38935065311843425,0.10040600284778274,0.11628381019124473,0.08147120378385958
obs_047,0.09887307292412209,0.10098900047385641,0.1561330351382181,0.2674284528929211,0.35323517157188683,0.02334126699899537
obs_048,0.13004895212632833,0.08740519214072305,0.2598030647823775,0.18644760236843994,0.17016475757578134,0.16613043100634983
obs_049,0.22805086827931922,0.32998357744029,0.17937984636501314,0.15427405308830108,0.09790111077750543,0.010410544049571178
obs_050,0.1115935805022599,0.08491319649712073,0.27721347787472617,0.18767608241304432,0.22761196708263853,0.11099169563021026
