id,f1,f2,f3,f4,f5,f6,f7,f8
obs_000,-0.6736201276416319,0.9952097118347206,0.9353830884067363,-3.969777958022762,-1.2952111862531892,1.5365725485556263,-2.212479239770186,2.8919946485753494
obs_001,-0.3682674700291144,-1.0370669561709247,0.01459022033960583,-0.24117869554554058,-1.0415461126118464,-0.01921496634441075,0.2766197876147037,-0.4805508916922605
obs_002,0.09711499242004917,0.5575384051761051,0.6049392797174523,-1.0316161632593295,-0.2191372547987902,0.5556771085367616,1.0762705207370502,0.4620250485773727
obs_003,0.8606358135962342,0.44317871598987807,0.5694250864238457,-0.42383714577302234,-2.0046609480789273,0.510561520576636,2.6595580113364807,-0.5202029031189792
obs_004,-3.322076828847464,0.2994248880755308,-0.6405823252047108,-4.095403460230335,-1.3984301625547777,0.03965921881235396,-4.918009814282385,2.435639995976436
obs_005,1.7750476012395304,-1.1954175842580232,1.3377040468662735,-0.3019861505139678,-0.05159875059408084,2.8200143963214037,0.9204234353997411,0.755620112810154
obs_006,1.3096151770192086,-0.09239250138479144,2.187977474818278,-2.276502013985671,0.37088667872513115,2.6691838542870086,0.5704498165722847,1.6318465359828482
obs_007,1.835377637506057,0.5285105882635458,0.7065906929196217,0.7486854864826533,-0.8488872074843408,-0.37213371098669956,3.7378883840283867,-1.6021978659008203
obs_008,0.49313866691454994,-0.05713151270255329,0.1904253857487169,1.9065936927416436,-0.7523688902826903,-1.162806468320062,1.9828026263689582,-1.7483688109041085
obs_009,-3.1594552663655193,3.225341789124058,-1.1802799938691426,-2.762997352050074,-1.068234745187365,-1.3304511601077764,-1.7263778183274174,0.7852048816559595
obs_010,-3.2182230273945605,0.04585631996916294,-1.9562434885392626,2.848786605672127,-1.8293539019592266,-3.655932341062335,1.1901181047839662,-3.9147181960524664
obs_011,0.6444610782293593,0.7819810457643884,1.057499111825859,-0.8876787079629684,-0.6180942787402084,0.9097788475674965,1.3658716932079835,-0.11226386030665186
obs_012,1.624261251982484,-0.8271009857055369,1.370212629150596,-1.8677121128376075,-0.6250846178891196,2.278945659931764,-0.20951607204428996,1.4270040214417983
obs_013,-1.2101917084066367,-0.042524664996311135,-0.4809670876801386,-0.6192295092651691,0.5601481832837953,0.01803913621447928,0.31494459510067613,-0.5550148424483645
obs_014,-0.5276743226390229,0.28207663907975417,-0.6301499863954934,-1.0983511371973544,-0.3030415250352696,-0.8087847367187053,0.41895117746486454,-0.6767031955584141
obs_015,-0.0030091990758589204,-0.7092555384131005,-0.11111259555666808,-0.01911538349657966,-0.19877018398088697,1.6398631214724526,-0.8918292992517288,-0.26670166730656353
obs_016,0.624770343038269,0.031822853391230144,1.3532672712235387,-2.3537474099586464,-1.3490633426621756,0.1948677025532557,2.5579489659579986,0.01523286231269716
obs_017,1.3784018522598467,-0.1202591446014771,0.9069603295897783,-0.40570546778210415,-0.5330336391227397,1.4590230904081083,1.68891970855447,-0.8713275772037099
obs_018,0.08807597560647218,-0.9653008824869427,0.3798641212450625,-0.7893389491957404,0.49101262171572546,1.765138047786211,1.0190148689849108,0.6080093894053344
obs_019,-3.246343123898902,-2.609038514782603,-0.5647994550882005,1.9717868153944893,-1.0110585161611598,-2.772937988166008,-2.7972888712894246,-2.971388387879677
obs_020,0.7733219193539668,-3.905731563573312,0.7493083618737699,2.0623225532114833,0.3760939975183499,1.1129074591311081,-0.7442578219615394,-0.5713260309653625
obs_021,-2.2945965500292336,-0.0761220065594621,-1.205862932883965,2.192389661149506,-0.8405603796465589,-2.3300087255588333,0.7827886165627594,-2.3466354335044155
obs_022,-0.6213909140391766,1.0498860772414615,-0.5543751455957467,-3.419180691159149,-0.32879647764788356,0.6050561451028161,-2.710743756314363,2.167420221256905
obs_023,-0.1597818043549903,0.10555655573004656,0.991718396148789,-1.294987177925757,-0.705966768649031,0.8013726063759073,0.16783003666582558,-0.31769177627247586
obs_024,-0.5393725343575524,-0.6700758615856257,1.7516367948625318,-3.048333159857162,-0.4263439480721168,2.0168614070988378,-2.218301433156797,1.857462036056515
obs_025,0.3407613258016764,-0.8846507323544609,1.3675453285535017,-0.7016564798786984,0.6427583376238464,1.7212031235010268,-1.0501901502881874,0.8933435340507067
obs_026,3.2754962260165197,-1.614630225342525,1.3719528726261279,1.6500746907747117,-0.9822334598559818,1.7511874625461503,3.1323556182300587,-1.1117827938353235
obs_027,-1.0595124914303762,-3.002305368495525,-0.03340190235573581,2.1218192643217506,-0.2962292180114595,-0.16572982772296407,0.029253713057790176,-2.1945603304559707
obs_028,-1.5183971318407838,-0.9602224519114388,1.0779389898094385,-2.094228130621238,-0.45944892462580467,0.5784616972527553,-3.2336584883691115,1.2660779791346775
obs_029,-1.6836249250457018,-0.07348909366381146,0.38030098124458067,-2.5970288977034324,0.15692425326955858,1.2318562542190001,-3.829796634828039,2.030679930087893
obs_030,-0.8166096665367681,-1.6022257150071546,-0.024710183395612234,0.3187432354959781,-0.42757841789588946,-0.6082582231631931,-0.45300739104873144,-0.22030071771225956
obs_031,-3.345500690813279,-2.9211787661786444,-2.1423892476536333,6.053012055398293,0.414876618892011,-4.488044835312744,-1.3089669232793133,-5.7086247981595015
obs_032,-0.2509068863882986,-2.3789116706797775,0.72766858395869,-0.20710614520463172,-0.8681672956442094,0.22699004753259344,-1.711518361673873,-0.42966516142569156
obs_033,-0.1262332399842599,-1.11887619889103,0.9495929071614095,-1.1180383444775717,-1.3443057425591969,0.6398507265756185,-0.3469729591561227,0.6807699106702818
obs_034,0.012824112393887477,-1.810136719394049,1.8292672672010386,-2.370790277957135,-0.6306393258364726,1.5316058229069194,-1.9442636221678389,1.520734770700773
obs_035,-2.2038354981044925,-0.22146443383990605,-0.9156791120463693,-3.3319475100528058,-0.025160886884912276,-0.5628359869228383,-2.496620717878604,2.070728604950774
obs_036,0.34453153385596,1.1289881728449864,0.1186967471527835,-1.9459830099518516,-0.5675253277318388,0.24416956330118156,-0.44772642550443187,1.6602953305665742
obs_037,-0.36356627442419187,0.6562808881662914,0.23154646156464884,-0.8777111285576162,0.3953417817920104,0.3294424332260369,-0.28121943382319387,0.4781211148149162
