id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12
obs_000,0.7020771941763726,0.6137261945014416,2.1017126053862305,3.547002895689888,-0.3859779527162242,-1.0805062428815393,-2.004483736483467,-2.890168127718924,1.3301857086253501,-1.9503607125762665,-2.0498093490865443,2.3721202073988383
obs_001,-0.46498651349511183,0.38952119930227663,-0.052532991120810175,1.823787254085399,-0.3859314227840336,-2.0000482305506315,-1.3907411177122782,1.8063864070233029,1.415990978998655,-1.9958215151516077,1.325184170596229,1.1340612578619327
obs_002,0.96695106409788,0.48939180616417294,-0.1293065784622502,2.0687217750235747,-0.7693334684320077,0.1742767301580714,-1.1965994060006981,0.982117622655681,0.8982180622711429,-1.847033506045525,-0.8045871231148436,0.3840567415990109
obs_003,1.7622595485830401,0.8732157804274547,-0.8424903554972284,2.496851094529034,-0.929795594761161,-0.7518289306394629,-2.0429090914714565,3.370508708833927,2.4492313053188703,-3.1873997303707133,0.6674271339766243,0.8790705027109033
obs_004,-1.0752084100599386,1.6506957095629442,3.7539636360422692,7.573235579229014,-0.4114648491289389,-4.048837222547003,-3.977431069670863,-5.110204702957677,1.5297569151237425,-1.3273479717952195,-1.0340099717202973,3.8278031823874414
obs_005,-0.8126554464381874,-0.28082916020941673,-0.7692311848176029,-0.42105791383223024,1.5004042256504668,-1.3038667298393565,0.16018064487679712,2.3849746727323358,2.85013493016007,-3.495167124039659,2.8793591092342985,1.5275683589845628
obs_006,0.14517686517022593,-0.24129915003062985,0.46452522534423135,1.9388233824788543,1.3115109780908836,-0.9816427229022281,-0.7194969822152099,0.11862082653684983,2.6124428737609535,-3.7199429622987923,0.9148366704843744,2.2047742465905182
obs_007,1.0316220430018999,0.6603382267599833,-0.9544122455601278,1.175206731407601,-0.18073247535916875,-0.37908042722446506,-1.2582799348940519,4.380020903539618,1.329200822641251,-1.9582456137648268,0.8818241031578777,-0.3082667302476045
obs_008,-0.6527672403709827,-0.42165970361248273,-0.6083408622450294,-1.0615548353084148,0.32083251200969054,-0.6862756910711005,0.37981380684139043,3.3005537092151216,0.6934719397273639,0.2743686273817378,2.026770888518616,-0.3450388789493778
obs_009,4.070473511287312,3.4741861495027226,3.2845776434777383,7.118026928013462,-3.736958912977708,-0.6041342664318996,-3.6697061861010867,-3.294573146934671,-0.805908581239455,0.3207569670773948,-4.854545525274685,-0.2679986764203894
obs_010,-0.2840470593360239,0.9781370723283596,1.234705073354127,1.5213481596716083,-1.4392055579628789,-2.4730319436031403,-1.278208406605986,1.0151763150448323,-0.8027822902721604,2.037283140817196,0.7958145838226616,-1.4811125481433678
obs_011,1.496614423118019,0.32170891838255944,0.006415662545229114,1.5315777275692577,-1.226996891823853,-0.6732827504036353,-1.7015651309939588,2.175360521021249,1.762218603468017,-3.054218482928907,-0.14990003863046666,0.7687819266101455
obs_012,-0.5736340903223154,-0.7589471797850981,0.1972240140790252,0.8494081802925856,1.0522680315138147,-1.1710788944021375,-1.0913967270973688,1.1372263409154513,1.8670891669709315,-2.8551747897217523,1.120922856041886,2.0720110545328434
obs_013,0.7343021945063927,0.40667079249426186,0.3567854985358236,1.956047442307046,-0.5117784064778005,-0.788697517746373,-0.640510300025402,-0.2479830696978907,-0.0519394362366227,-0.45877937844242933,-0.36600484744135087,0.1677418200132102
obs_014,0.617141885540353,1.3148067877040346,0.7086625654485454,3.168508376884201,-1.4661539559248726,-0.8161887268176456,-1.4190536765230433,1.2380871237604525,0.9634832994867661,-1.0534040933125464,-0.015498022630434989,-0.17105325362409687
obs_015,-1.3098019798014409,-0.6051118901618989,-0.0013889133568276823,-0.43633736081141866,1.3022285580496418,-1.8469250514892326,0.11061062293460505,1.255091309346326,1.2141971337606532,-1.7849842686871238,2.3395768723986845,1.4871896330377936
obs_016,1.3314760061058695,1.1486971863521744,-0.28029861848135235,2.6320404981101255,-0.48054098644462073,-1.3853265072902194,-2.076519863316681,2.471716253863781,1.966636359360203,-3.077018573756471,0.043314889249581684,1.553103796586632
obs_017,0.8658946887362788,-0.07996088050293448,-1.513071083519606,-0.8385100679336728,0.6348347577135357,-0.30261541507899115,0.1962634985409877,3.1280743541980645,1.4760788337698987,-1.8913730083824403,1.0295842951206056,0.5893290118825353
obs_018,-0.11469773360317367,-0.10598700568639466,-0.3902036148279021,1.40784290969798,0.4571381035520001,-1.0741284443047763,-0.9452861939627486,0.9147874912065113,1.9408537552902538,-1.9800486546726292,1.494635205507832,1.6732985029275302
obs_019,-4.435445251200056,-0.5718895912519613,1.4087215395270216,-0.48112138842567814,1.5722021760126337,-3.7250271256652434,1.0232550718758504,-1.3478689869878258,-0.4994744162379541,2.644202497177671,2.7232923010634584,0.963105870630495
obs_020,-5.710856360478477,-3.0349710447552587,-1.5986844236155406,-5.213704909232837,3.7964366181518345,-2.45046863004105,3.2486146673337726,1.823409184925994,0.916956706477945,0.8114516824871911,5.284686398646425,1.6170852652223686
obs_021,-0.37817170342765544,0.590836003840621,0.7394467144905328,0.1968758276055847,-0.9856076723079159,-1.856564982539496,-0.36374135421371867,1.155628955162152,-0.23934624852491285,1.1874545288726857,0.807357113682416,-0.9268499143699976
obs_022,0.7650945829917203,1.646595859465818,2.403986534124044,5.293504118850549,-1.072374114073685,-1.577494681047087,-3.314231065856972,-3.7969418819862457,1.1509210467121729,-2.1839161307472583,-1.9462002189188459,2.5188424376615313
obs_023,0.2195334791249477,0.6417176276559009,0.383828759648881,1.4272095423008582,-0.30530071020100513,-0.9410613406842568,-0.8520222894087071,0.2944658474670918,1.2789197480446317,-1.3195794305534545,0.04548663135438816,0.8696526258267382
obs_024,-1.0529579166108178,0.21812080806271245,1.5365996017971115,3.270213767285995,0.8339068482758654,-3.4677181183364447,-2.084740074797679,-1.3556536573971851,2.5376612213136656,-3.2388493577723545,1.4922070678679002,3.8619685828869006
obs_025,-0.7678823615262609,-0.9998531907738694,-0.18180804559483388,-0.6996276502754929,1.0981780430057098,-0.7926145960319535,0.8287042456568584,-1.122879321877361,0.6651092234384026,-0.8122476202907869,0.5065456485942093,1.0598286242769743
obs_026,-1.4549399392495932,-1.2800216415480359,-1.9558518152552513,-2.9405790477823315,1.5581721257145826,-1.4122710653824377,0.8709463799958428,5.83327484342611,2.1261248834625266,-2.273118702897308,4.562834887294555,1.125360715194965
obs_027,-3.596482213819701,-1.5761574646985363,-0.8634409204041313,-2.3107261162174204,2.5333231828394123,-3.748495813544606,1.9945681065185696,2.016877812226152,0.8111380062593991,0.8296103232615543,4.150522474129261,1.2561871771527644
obs_028,-2.6969440440039447,0.8835385089528907,2.3960834116149217,2.851709084809312,0.5283494906043023,-3.709044522168184,-1.2435835858874977,-3.009292385618934,1.7421302932672993,-0.7611060700974238,1.038894007427549,3.1983553126770277
obs_029,-0.9975440906223687,0.3586150836766271,2.0886769642089824,3.2657408742621095,0.5015714207374792,-2.3187155495067406,-1.6438137118342784,-4.0571372994215285,0.7558179818066986,-0.9490431806068281,-0.6576296068811135,2.264818404406415
obs_030,-1.472389193511074,-0.5799109322531683,0.5406091699789497,-0.534695875831756,0.731308792298587,-1.615270658709369,0.9716809016595196,-0.894644602371509,-0.18084991975881828,0.13621912246884438,1.3759003105367742,0.1278789945919345
obs_031,-4.953974224230096,-2.0746233631698927,0.1431779032461427,-4.200572649169927,1.6796581454365598,-3.031208384751644,3.327953137856963,0.4475774346652802,-2.0080509424175697,6.615257440139748,4.322569711031675,-2.065351335468812
obs_032,-3.3402716257901517,-1.2383120884450354,0.15852699933344613,0.2444177309682047,2.2821108722275256,-3.563945821844791,0.11756624145281905,0.1971161188113707,1.8806381796168425,-1.2040100754698757,3.38916332286113,2.211209731688686
